# id     r     g     b     a     n  description
   0,    0,    0,    0,    0,    0,  air
   1,  120,  117,  106,  255,   16, stone
   2,   75,  119,   15,  255,   14, grass
   3,   93,   75,   46,  255,   22, dirt
   4,  106,  101,   87,  255,   26, cobblestone
   5,  107,   75,   37,  255,   11, wooden planks
   6,  156,  156,  156,    0,    0, sapling
   7,   71,   71,   74,  255,    0, bedrock
   8,   69,  124,  186,  102,    0, flowing water
   9,   69,  124,  186,  102,    0, water
  10,  229,  148,   37,  255,    0, flowing lava
  11,  229,  148,   37,  255,    0, lava
  12,  134,  124,   77,  255,   14, sand
  13,   84,   73,   55,  255,   24, gravel
  14,  227,  162,   34,  255,    0, gold ore
  15,  161,  121,   79,  255,    0, iron ore
  16,   50,   54,   63,  255,    0, coal ore
  17,   84,   58,   39,  255,    0, wood
  18,   62,   76,   66,  153,   12, leaves
  19,  206,  206,   74,  255,    0, sponge
  20,  161,  196,  201,   89,    0, glass
  21,  102,  112,  134,  255,   10, lapis lazuli ore
  22,   29,   71,  165,  255,    5, lapis lazuli block
  23,  107,  107,  107,  255,    0, dispenser
  24,  165,  156,  102,  255,   14, sandstone
  25,  100,   67,   50,  255,   10, note block
  26,  175,  116,  116,  255,    0,  bed
  27,  160,  134,   72,  255,    0, powered rail
  28,  120,  114,   92,  255,    0, detector rail
  29,  106,  102,   95,  255,    0, sticky piston
  30,  220,  220,  220,  191,    0, cobweb
  31,  110,  166,   68,  255,   12, tall grass
  32,  123,   79,   25,  255,   25, dead bush
  33,  106,  102,   95,  255,    0, piston
  34,  153,  129,   89,  255,    0, piston extension
  35,  204,  210,  197,  255,   10, wool
  36,    0,    0,    0,    0,    0, block moved by piston
  37,   66,   97,   54,  255,    0, dandelion
  38,   76,  126,  169,  255,    0, rose
  39,  166,  130,    0,  255,    0, brown mushroom
  40,  182,   15,   15,  255,    0, red mushroom
  41,  204,  210,  197,  255,    0, gold block
  42,  173,  173,  173,  255,    0, iron block
  43,  110,  101,   89,  255,    0, double slab
  44,  110,  101,   89,  255,    0, slab
  45,  208,   93,   66,  255,    0, brick
  46,  193,   60,   23,  255,    0,  tnt
  47,  106,  102,   95,  255,    0, bookshelf
  48,   67,   75,   49,  255,   27, mossy stone
  49,   58,   47,   58,  255,    0, obsidian
  50,  254,  203,   58,  198,    0, torch
  51,  255,  170,   30,  198,    0, fire
  52,  245,  220,   50,  255,    0, monster spawner
  53,  107,   75,   37,  255,   11, wooden stairs
  54,  149,  119,   91,  255,    0, chest
  55,  105,   19,   19,  255,    0, redstone wire
  56,  114,  227,  252,  255,    0, diamond ore
  57,  148,  196,  214,  255,    0, diamond block
  58,  154,  124,   89,  255,    0, crafting table
  59,  123,  137,   19,  255,    0, wheat seeds
  60,  111,   74,   46,  255,    0, farmland
  61,  143,  115,   66,  255,    0, furnace
  62,  143,  115,   66,  255,    0, burning furnace
  63,  193,  182,  126,  255,    0, sign post
  64,  117,   88,   62,  255,   11, wooden door
  65,  130,  115,   89,   33,    0, ladder
  66,  102,   98,   92,  181,    0, rail
  67,  104,   97,   84,  255,   26, cobblestone stairs
  68,    0,    0,    0,    0,    0, wall sign
  69,    0,    0,    0,    0,    0, lever
  70,    0,    0,    0,    0,    0, stone pressure plate
  71,  248,  248,  248,  255,    0, iron door
  72,    0,    0,    0,    0,    0, wooden pressure plate
  73,  157,   97,   97,  255,    0, redstone ore
  74,  157,   97,   97,  255,    0, glowing redstone ore
  75,  235,  130,   57,  255,    0, redstone torch off
  76,  255,    0,    0,  255,    0, redstone torch on
  77,    0,    0,    0,    0,    0, stone button
  78,  220,  230,  236,  255,    0, snow
  79,  144,  192,  220,   56,    0,  ice
  80,  220,  230,  236,  255,    0, snow block
  81,   54,  101,   15,  255,    0, cactus
  82,  220,  220,  255,  255,    0, clay block
  83,  123,  150,   67,  255,    0, sugar cane
  84,  105,   88,   72,  255,    0, jukebox
  85,  104,   83,   36,  255,   11, fence
  86,  207,  119,    4,  255,   13, pumpkin
  87,  117,   48,   48,  255,    2, netherrack
  88,   87,   64,   50,  255,    1, soul sand
  89,  139,  113,   60,  255,    7, glowstone block
  90,   52,    0,  255,  255,   63, portal
  91,  190,  134,   13,  255,   18, jack-o-lantern
  92,  230,  201,  203,  255,    8, cake block
  93,  151,  147,  147,  255,    2, redstone repeater off
  94,  161,  147,  147,  255,    2, redstone repeater on
  95,  125,   91,   38,  255,    0, locked chest
  96,  126,   93,   45,  239,    5, trapdoor
  97,  128,  128,  128,  255,   16, hidden silverfish
  98,  122,  122,  122,  255,    7, stone bricks
  99,  141,  106,   83,  255,    0, huge brown mushroom
 100,  182,   37,   36,  255,    6, huge red mushroom
 101,  109,  108,  106,  255,    6, iron bars
 102,  255,  255,  255,   40,    0, glass pane
 103,  151,  153,   36,  255,   10, melon
 104,  115,  170,   73,  255,    0, pumpkin stem
 105,  115,  170,   73,  255,    0, melon stem
 106,   51,  130,   36,  181,   12, vines
 107,  137,  112,   65,  224,    0, fence gate
 108,  208,   93,   66,  255,    0, brick stairs
 109,  122,  122,  122,  255,    7, stone brick stairs
 110,    0,    0,    0,    0,    0, mycelium
 111,    0,    0,    0,    0,    0, lily pad
 112,    0,    0,    0,    0,    0, nether brick
 113,    0,    0,    0,    0,    0, nether brick fence
 114,    0,    0,    0,    0,    0, nether brick stairs
 115,    0,    0,    0,    0,    0, nether wart
 116,    0,    0,    0,    0,    0, enchantment table
 117,    0,    0,    0,    0,    0, brewing stand
 118,    0,    0,    0,    0,    0, cauldron
 119,    0,    0,    0,    0,    0, end portal
 120,    0,    0,    0,    0,    0, end portal frame
 121,    0,    0,    0,    0,    0, end stone
 122,    0,    0,    0,    0,    0, dragon egg
 123,    0,    0,    0,    0,    0,     
 124,    0,    0,    0,    0,    0,     
 125,    0,    0,    0,    0,    0,     
 126,    0,    0,    0,    0,    0,     
 127,    0,    0,    0,    0,    0,     
 128,    0,    0,    0,    0,    0,     
 129,    0,    0,    0,    0,    0,     
 130,    0,    0,    0,    0,    0,     
 131,    0,    0,    0,    0,    0,     
 132,    0,    0,    0,    0,    0,     
 133,    0,    0,    0,    0,    0,     
 134,    0,    0,    0,    0,    0,     
 135,    0,    0,    0,    0,    0,     
 136,    0,    0,    0,    0,    0,     
